id,title,type_id,parent_region_id,created_at,updated_at
23737,Nangomba,5,23717,2013-01-24 00:30:12.168989+00,2013-01-24 00:30:12.169036+00
23738,Nanyumbu -,6,23709,2013-01-24 00:30:12.199911+00,2013-01-24 00:30:12.199956+00
23739,Nanyumbu,5,23738,2013-01-24 00:30:12.206253+00,2013-01-24 00:30:12.206296+00
23740,Sengenya,5,23732,2013-01-24 00:30:12.240079+00,2013-01-24 00:30:12.240133+00
23741,Newala,3,21586,2013-01-24 00:30:12.26268+00,2013-01-24 00:30:12.26273+00
23742,MKUNYA,4,23741,2013-01-24 00:30:12.269661+00,2013-01-24 00:30:12.269719+00
23743,Mkunya,6,23742,2013-01-24 00:30:12.275844+00,2013-01-24 00:30:12.275898+00
23744,Chihanga,5,23743,2013-01-24 00:30:12.281758+00,2013-01-24 00:30:12.281805+00
23745,CHILANGALA,4,23741,2013-01-24 00:30:12.306178+00,2013-01-24 00:30:12.306234+00
23746,Chahangu,6,23745,2013-01-24 00:30:12.311564+00,2013-01-24 00:30:12.311616+00
23747,Chihangu A,5,23746,2013-01-24 00:30:12.317347+00,2013-01-24 00:30:12.317398+00
23748,Newala,4,23741,2013-01-24 00:30:12.343173+00,2013-01-24 00:30:12.343223+00
23749,Chitekete,6,23748,2013-01-24 00:30:12.349971+00,2013-01-24 00:30:12.350016+00
23750,Chitekete,5,23749,2013-01-24 00:30:12.356971+00,2013-01-24 00:30:12.357017+00
23751,KITANGARI,4,23741,2013-01-24 00:30:12.383454+00,2013-01-24 00:30:12.3835+00
23752,Chiwonga,6,23751,2013-01-24 00:30:12.390032+00,2013-01-24 00:30:12.390079+00
23753,Chikuti,5,23752,2013-01-24 00:30:12.39522+00,2013-01-24 00:30:12.395256+00
23754,Idamnole,5,23746,2013-01-24 00:30:12.439663+00,2013-01-24 00:30:12.439713+00
23755,Nanguruwe,6,23742,2013-01-24 00:30:12.484425+00,2013-01-24 00:30:12.484482+00
23756,Samora,5,23755,2013-01-24 00:30:12.493669+00,2013-01-24 00:30:12.49373+00
23757,Makonga,6,23748,2013-01-24 00:30:12.537211+00,2013-01-24 00:30:12.53726+00
23758,Kilidu II,5,23757,2013-01-24 00:30:12.546471+00,2013-01-24 00:30:12.546596+00
23759,Kitangari,6,23751,2013-01-24 00:30:12.589029+00,2013-01-24 00:30:12.589181+00
23760,Kitangari Hosipitali,5,23759,2013-01-24 00:30:12.598216+00,2013-01-24 00:30:12.598273+00
23761,Mchemo,6,23751,2013-01-24 00:30:12.675938+00,2013-01-24 00:30:12.675993+00
23762,Lengo,5,23761,2013-01-24 00:30:12.685378+00,2013-01-24 00:30:12.685441+00
23763,Mahoha,6,23745,2013-01-24 00:30:12.738326+00,2013-01-24 00:30:12.738433+00
23764,Mahoha,5,23763,2013-01-24 00:30:12.7498+00,2013-01-24 00:30:12.749863+00
23765,Makonga,5,23757,2013-01-24 00:30:12.835375+00,2013-01-24 00:30:12.835439+00
23766,Makote,6,23748,2013-01-24 00:30:12.879224+00,2013-01-24 00:30:12.879277+00
23767,Makote,5,23766,2013-01-24 00:30:12.888283+00,2013-01-24 00:30:12.888331+00
23768,Makukwe,6,23742,2013-01-24 00:30:12.958583+00,2013-01-24 00:30:12.958784+00
23769,Makukwe,5,23768,2013-01-24 00:30:12.969015+00,2013-01-24 00:30:12.969066+00
23770,Malatu,6,23751,2013-01-24 00:30:13.041161+00,2013-01-24 00:30:13.04122+00
23771,Malatu juu,5,23770,2013-01-24 00:30:13.048652+00,2013-01-24 00:30:13.048711+00
23772,Chilangala,6,23745,2013-01-24 00:30:13.110805+00,2013-01-24 00:30:13.110866+00
23773,Mikumbi,5,23772,2013-01-24 00:30:13.116297+00,2013-01-24 00:30:13.116352+00
23774,Mnekachi,6,23748,2013-01-24 00:30:13.149478+00,2013-01-24 00:30:13.149542+00
23775,Mkoma I,5,23774,2013-01-24 00:30:13.155005+00,2013-01-24 00:30:13.155062+00
23776,Mkoma II -,6,23745,2013-01-24 00:30:13.184474+00,2013-01-24 00:30:13.184531+00
23777,Mkoma II,5,23776,2013-01-24 00:30:13.191685+00,2013-01-24 00:30:13.191744+00
23778,Mkwedu,6,23742,2013-01-24 00:30:13.221432+00,2013-01-24 00:30:13.221479+00
23779,Mkwedu,5,23778,2013-01-24 00:30:13.227137+00,2013-01-24 00:30:13.227183+00
23780,Mnali,5,23759,2013-01-24 00:30:13.258856+00,2013-01-24 00:30:13.258902+00
23781,Mnolela,5,23770,2013-01-24 00:30:13.291117+00,2013-01-24 00:30:13.291177+00
23782,Mnyambe,6,23745,2013-01-24 00:30:13.319258+00,2013-01-24 00:30:13.319305+00
23783,Mnyambe,5,23782,2013-01-24 00:30:13.324757+00,2013-01-24 00:30:13.324803+00
23784,Mtopwa,6,23751,2013-01-24 00:30:13.351272+00,2013-01-24 00:30:13.351317+00
23785,Mnyeu,5,23784,2013-01-24 00:30:13.356636+00,2013-01-24 00:30:13.356683+00
23786,Tandahimba,3,21586,2013-01-24 00:30:13.375496+00,2013-01-24 00:30:13.375544+00
23787,Newala,4,23786,2013-01-24 00:30:13.381605+00,2013-01-24 00:30:13.381648+00
23788,Nakahako,6,23787,2013-01-24 00:30:13.387301+00,2013-01-24 00:30:13.387363+00
23789,Mitahu,5,23788,2013-01-24 00:30:13.393079+00,2013-01-24 00:30:13.393133+00
23790,Nandwahi,6,23751,2013-01-24 00:30:13.419024+00,2013-01-24 00:30:13.41907+00
23791,Mpilani,5,23790,2013-01-24 00:30:13.424072+00,2013-01-24 00:30:13.424117+00
23792,Mcholi I,6,23742,2013-01-24 00:30:13.449053+00,2013-01-24 00:30:13.4491+00
23793,Chiunjila,5,23792,2013-01-24 00:30:13.455168+00,2013-01-24 00:30:13.455226+00
23794,Maputi,6,23751,2013-01-24 00:30:13.48126+00,2013-01-24 00:30:13.481303+00
23795,Mtongwele chini,5,23794,2013-01-24 00:30:13.487374+00,2013-01-24 00:30:13.487416+00
23796,Mtunguru,6,23742,2013-01-24 00:30:13.51355+00,2013-01-24 00:30:13.513601+00
23797,Mtunguru,5,23796,2013-01-24 00:30:13.520362+00,2013-01-24 00:30:13.520421+00
23798,Nambali B,5,23763,2013-01-24 00:30:13.551017+00,2013-01-24 00:30:13.551073+00
23799,Nanyonda,5,23757,2013-01-24 00:30:13.580634+00,2013-01-24 00:30:13.580707+00
23800,Namiyonga,6,23748,2013-01-24 00:30:13.610065+00,2013-01-24 00:30:13.610121+00
23801,Namiyonga,5,23800,2013-01-24 00:30:13.615601+00,2013-01-24 00:30:13.615664+00
23802,Mkudumba,5,23772,2013-01-24 00:30:13.648375+00,2013-01-24 00:30:13.648431+00
23803,Mtonya,6,23748,2013-01-24 00:30:13.67516+00,2013-01-24 00:30:13.675207+00
23804,Newala Majengo,5,23803,2013-01-24 00:30:13.680929+00,2013-01-24 00:30:13.680973+00
23805,Luchingu,6,23748,2013-01-24 00:30:13.711033+00,2013-01-24 00:30:13.711078+00
23806,Nangwala,5,23805,2013-01-24 00:30:13.717267+00,2013-01-24 00:30:13.717314+00
23807,Mcholi II,6,23742,2013-01-24 00:30:13.747553+00,2013-01-24 00:30:13.747616+00
23808,Tawala,5,23807,2013-01-24 00:30:13.753996+00,2013-01-24 00:30:13.754043+00
23809,Ngara,3,18254,2013-01-24 00:30:13.773132+00,2013-01-24 00:30:13.773179+00
23810,Rulenge,4,23809,2013-01-24 00:30:13.778831+00,2013-01-24 00:30:13.7789+00
23811,Ngenge,6,23810,2013-01-24 00:30:13.783846+00,2013-01-24 00:30:13.783903+00
23812,Rwigembe,5,23811,2013-01-24 00:30:13.788899+00,2013-01-24 00:30:13.788954+00
23813,Bugarama,6,23810,2013-01-24 00:30:13.835908+00,2013-01-24 00:30:13.835956+00
23814,Bugarama,5,23813,2013-01-24 00:30:13.841743+00,2013-01-24 00:30:13.841788+00
23815,Nyamiaga,4,23809,2013-01-24 00:30:13.867997+00,2013-01-24 00:30:13.868054+00
23816,Bukiriro,6,23815,2013-01-24 00:30:13.875593+00,2013-01-24 00:30:13.875656+00
23817,Bukiriro,5,23816,2013-01-24 00:30:13.88375+00,2013-01-24 00:30:13.883984+00
23818,Kanazi,4,23809,2013-01-24 00:30:13.915399+00,2013-01-24 00:30:13.915446+00
23819,Ntobeye,6,23818,2013-01-24 00:30:13.922419+00,2013-01-24 00:30:13.922468+00
23820,Chivu,5,23819,2013-01-24 00:30:13.92921+00,2013-01-24 00:30:13.929256+00
23821,Kanazi,6,23818,2013-01-24 00:30:13.966745+00,2013-01-24 00:30:13.966823+00
23822,Kabalenzi,5,23821,2013-01-24 00:30:13.972847+00,2013-01-24 00:30:13.972895+00
23823,Kabanga,6,23818,2013-01-24 00:30:14.038808+00,2013-01-24 00:30:14.038871+00
23824,Djuruligwa,5,23823,2013-01-24 00:30:14.04563+00,2013-01-24 00:30:14.045701+00
23825,Kabanga,5,23823,2013-01-24 00:30:14.081951+00,2013-01-24 00:30:14.082057+00
23826,Kanazi,6,23810,2013-01-24 00:30:14.116537+00,2013-01-24 00:30:14.116586+00
23827,Kanazi,5,23826,2013-01-24 00:30:14.123263+00,2013-01-24 00:30:14.123315+00
23828,Kasulo,6,23815,2013-01-24 00:30:14.1741+00,2013-01-24 00:30:14.174162+00
23829,Kasharazi,5,23828,2013-01-24 00:30:14.181521+00,2013-01-24 00:30:14.181577+00
23830,Rulenge,6,23815,2013-01-24 00:30:14.213548+00,2013-01-24 00:30:14.213607+00
23831,Kanyinya,5,23830,2013-01-24 00:30:14.243682+00,2013-01-24 00:30:14.243728+00
23832,Rusumo,6,23815,2013-01-24 00:30:14.277786+00,2013-01-24 00:30:14.277832+00
23833,Kasharazi,5,23832,2013-01-24 00:30:14.285032+00,2013-01-24 00:30:14.28508+00
23834,Nyamiaga,6,23818,2013-01-24 00:30:14.316834+00,2013-01-24 00:30:14.316881+00
23835,Murukulazo,5,23834,2013-01-24 00:30:14.321865+00,2013-01-24 00:30:14.321908+00
23836,Rusumo,6,23810,2013-01-24 00:30:14.36887+00,2013-01-24 00:30:14.368931+00
23837,Kasulo,5,23836,2013-01-24 00:30:14.374803+00,2013-01-24 00:30:14.374848+00
23838,Katerere,5,23826,2013-01-24 00:30:14.409066+00,2013-01-24 00:30:14.409113+00
23839,Keza,6,23818,2013-01-24 00:30:14.440559+00,2013-01-24 00:30:14.440605+00
23840,Keza,5,23839,2013-01-24 00:30:14.446746+00,2013-01-24 00:30:14.446795+00
23841,Nyakisasa,6,23810,2013-01-24 00:30:14.501994+00,2013-01-24 00:30:14.50206+00
23842,Kumugamba,5,23841,2013-01-24 00:30:14.509485+00,2013-01-24 00:30:14.509544+00
23843,Kasulo,5,23832,2013-01-24 00:30:14.551081+00,2013-01-24 00:30:14.551144+00
23844,Mabawe,6,23818,2013-01-24 00:30:14.617741+00,2013-01-24 00:30:14.617805+00
23845,Mabawe,5,23844,2013-01-24 00:30:14.625498+00,2013-01-24 00:30:14.62556+00
23846,Kibimba,6,23815,2013-01-24 00:30:14.7275+00,2013-01-24 00:30:14.727546+00
23847,Mayenzi,5,23846,2013-01-24 00:30:14.737082+00,2013-01-24 00:30:14.737128+00
23848,Rulenge,6,23810,2013-01-24 00:30:14.787845+00,2013-01-24 00:30:14.787908+00
23849,Mbuba,5,23848,2013-01-24 00:30:14.7966+00,2013-01-24 00:30:14.796662+00
23850,Mshikamano,5,23832,2013-01-24 00:30:14.859252+00,2013-01-24 00:30:14.859299+00
23851,Murusagamba,4,23809,2013-01-24 00:30:14.900626+00,2013-01-24 00:30:14.900689+00
23852,Muganza,6,23851,2013-01-24 00:30:14.907712+00,2013-01-24 00:30:14.90776+00
23853,Muganza,5,23852,2013-01-24 00:30:14.9159+00,2013-01-24 00:30:14.915946+00
23854,Mukarehe,5,23821,2013-01-24 00:30:14.963601+00,2013-01-24 00:30:14.963647+00
23855,Kirushya,6,23818,2013-01-24 00:30:15.000572+00,2013-01-24 00:30:15.000619+00
23856,Murutabo,5,23855,2013-01-24 00:30:15.010501+00,2013-01-24 00:30:15.010547+00
23857,Mukubu,5,23852,2013-01-24 00:30:15.059239+00,2013-01-24 00:30:15.059285+00
23858,Mumilamila,5,23813,2013-01-24 00:30:15.100406+00,2013-01-24 00:30:15.100454+00
23859,Munjebwe,5,23848,2013-01-24 00:30:15.165404+00,2013-01-24 00:30:15.165467+00
23860,Ngara MjiniĂĄ,6,23815,2013-01-24 00:30:15.198714+00,2013-01-24 00:30:15.198761+00
23861,Murgwanza,5,23860,2013-01-24 00:30:15.205683+00,2013-01-24 00:30:15.20574+00
23862,Murusagamba,6,23851,2013-01-24 00:30:15.23534+00,2013-01-24 00:30:15.2354+00
23863,Murubanga,5,23862,2013-01-24 00:30:15.240984+00,2013-01-24 00:30:15.241029+00
23864,Murusagamba,5,23862,2013-01-24 00:30:15.271304+00,2013-01-24 00:30:15.27136+00
23865,Mugoma,6,23818,2013-01-24 00:30:15.300216+00,2013-01-24 00:30:15.30027+00
23866,Muruvyagira,5,23865,2013-01-24 00:30:15.305153+00,2013-01-24 00:30:15.305206+00
23867,Muyenzi,5,23848,2013-01-24 00:30:15.335035+00,2013-01-24 00:30:15.33509+00
23868,Ngara,5,23860,2013-01-24 00:30:15.36546+00,2013-01-24 00:30:15.36552+00
23869,Ntanga,5,23862,2013-01-24 00:30:15.399152+00,2013-01-24 00:30:15.399208+00
23870,Ntobeye,6,23815,2013-01-24 00:30:15.604346+00,2013-01-24 00:30:15.604408+00
23871,Ntobeye,5,23870,2013-01-24 00:30:15.609287+00,2013-01-24 00:30:15.609338+00
23872,Kashinga,5,23841,2013-01-24 00:30:15.923379+00,2013-01-24 00:30:15.923442+00
23873,Nyarulama,5,23813,2013-01-24 00:30:16.175246+00,2013-01-24 00:30:16.175294+00
23874,Nyamahwa,5,23841,2013-01-24 00:30:16.427941+00,2013-01-24 00:30:16.428003+00
23875,Nyamiaga,6,23815,2013-01-24 00:30:16.591366+00,2013-01-24 00:30:16.591428+00
23876,Nyamiaga,5,23875,2013-01-24 00:30:16.67043+00,2013-01-24 00:30:16.670489+00
23877,Ruganzo,5,23846,2013-01-24 00:30:16.921578+00,2013-01-24 00:30:16.921625+00
23878,Rulenge,5,23848,2013-01-24 00:30:17.177275+00,2013-01-24 00:30:17.177335+00
23879,Rusumo,5,23832,2013-01-24 00:30:17.469231+00,2013-01-24 00:30:17.469277+00
23880,Mukalinzi,5,23852,2013-01-24 00:30:18.003776+00,2013-01-24 00:30:18.003824+00
23881,Shanga,5,23865,2013-01-24 00:30:18.277639+00,2013-01-24 00:30:18.277702+00
23882,Ngorongoro,3,17755,2013-01-24 00:30:18.536708+00,2013-01-24 00:30:18.536755+00
23883,Loliondo,4,23882,2013-01-24 00:30:18.590469+00,2013-01-24 00:30:18.590555+00
23884,Arash,6,23883,2013-01-24 00:30:18.596346+00,2013-01-24 00:30:18.596403+00
23885,Arash,5,23884,2013-01-24 00:30:18.68578+00,2013-01-24 00:30:18.685837+00
23886,Ngorongoro,4,23882,2013-01-24 00:30:18.851968+00,2013-01-24 00:30:18.852029+00
23887,Nainokanoka,6,23886,2013-01-24 00:30:18.857803+00,2013-01-24 00:30:18.857859+00
23888,Bulati,5,23887,2013-01-24 00:30:18.863114+00,2013-01-24 00:30:18.863169+00
23889,Sale,4,23882,2013-01-24 00:30:19.116069+00,2013-01-24 00:30:19.116115+00
23890,Digodigo,6,23889,2013-01-24 00:30:19.12319+00,2013-01-24 00:30:19.123236+00
23891,Digodigo,5,23890,2013-01-24 00:30:19.201506+00,2013-01-24 00:30:19.201552+00
23892,Endulen,6,23886,2013-01-24 00:30:19.363767+00,2013-01-24 00:30:19.363814+00
23893,Endulen,5,23892,2013-01-24 00:30:19.442736+00,2013-01-24 00:30:19.442796+00
23894,Pinyinyi,6,23889,2013-01-24 00:30:19.614543+00,2013-01-24 00:30:19.614599+00
23895,Engaresero,5,23894,2013-01-24 00:30:19.679895+00,2013-01-24 00:30:19.679954+00
23896,Esere,5,23892,2013-01-24 00:30:19.858313+00,2013-01-24 00:30:19.85837+00
23897,Irkepus,5,23887,2013-01-24 00:30:20.108997+00,2013-01-24 00:30:20.109042+00
23898,Oldonyosambu,6,23889,2013-01-24 00:30:20.364187+00,2013-01-24 00:30:20.364248+00
23899,Oldonyosambu,5,23898,2013-01-24 00:30:20.370082+00,2013-01-24 00:30:20.370137+00
23900,Orgosorok,6,23883,2013-01-24 00:30:20.541736+00,2013-01-24 00:30:20.541793+00
23901,Loliondo,5,23900,2013-01-24 00:30:20.631103+00,2013-01-24 00:30:20.631159+00
23902,Olorien Magaiduru,5,23900,2013-01-24 00:30:20.903931+00,2013-01-24 00:30:20.904007+00
23903,Malambo,6,23889,2013-01-24 00:30:21.099055+00,2013-01-24 00:30:21.099117+00
23904,Malambo,5,23903,2013-01-24 00:30:21.104996+00,2013-01-24 00:30:21.105043+00
23905,Mgongo,5,23890,2013-01-24 00:30:21.376654+00,2013-01-24 00:30:21.376712+00
23906,Ngorongoro,6,23886,2013-01-24 00:30:21.580917+00,2013-01-24 00:30:21.580963+00
23907,Misigiyo,5,23906,2013-01-24 00:30:21.586377+00,2013-01-24 00:30:21.586434+00
23908,Mugholo,5,23890,2013-01-24 00:30:21.85862+00,2013-01-24 00:30:21.858677+00
23909,Nainokanaoka,5,23887,2013-01-24 00:30:22.111927+00,2013-01-24 00:30:22.111985+00
23910,Nayobi,6,23886,2013-01-24 00:30:22.347948+00,2013-01-24 00:30:22.348007+00
23911,Nayobi,5,23910,2013-01-24 00:30:22.355039+00,2013-01-24 00:30:22.355097+00
23912,Ngorongoro/Makao,5,23906,2013-01-24 00:30:22.592341+00,2013-01-24 00:30:22.592386+00
23913,Oipiro,5,23892,2013-01-24 00:30:23.182832+00,2013-01-24 00:30:23.182879+00
23914,Olbalbal,6,23886,2013-01-24 00:30:23.45173+00,2013-01-24 00:30:23.451777+00
23915,Meshili,5,23914,2013-01-24 00:30:23.45699+00,2013-01-24 00:30:23.457046+00
23916,Oldonyosambu,5,23903,2013-01-24 00:30:23.718184+00,2013-01-24 00:30:23.718241+00
23917,Soitsambu,6,23883,2013-01-24 00:30:23.889641+00,2013-01-24 00:30:23.889702+00
23918,Oloipiri,5,23917,2013-01-24 00:30:24.173261+00,2013-01-24 00:30:24.17332+00
23919,Pinyinyi,5,23894,2013-01-24 00:30:24.828358+00,2013-01-24 00:30:24.828476+00
23920,Piyaya,5,23903,2013-01-24 00:30:25.107839+00,2013-01-24 00:30:25.107903+00
23921,Sakala,5,23900,2013-01-24 00:30:25.393388+00,2013-01-24 00:30:25.39345+00
23922,Sale,6,23889,2013-01-24 00:30:25.600392+00,2013-01-24 00:30:25.600454+00
23923,Sale,5,23922,2013-01-24 00:30:25.606639+00,2013-01-24 00:30:25.606697+00
23924,Samunge,5,23890,2013-01-24 00:30:25.858166+00,2013-01-24 00:30:25.858229+00
23925,Ollosokwan,5,23900,2013-01-24 00:30:26.099344+00,2013-01-24 00:30:26.099393+00
23926,Soitsambu,5,23917,2013-01-24 00:30:26.33827+00,2013-01-24 00:30:26.338326+00
23927,Makambako,4,21172,2013-01-24 00:30:26.845682+00,2013-01-24 00:30:26.845746+00
23928,Mlowa,6,23927,2013-01-24 00:30:26.852388+00,2013-01-24 00:30:26.85245+00
23929,Idofi,5,23928,2013-01-24 00:30:26.931445+00,2013-01-24 00:30:26.931505+00
23930,Mdandu,4,21172,2013-01-24 00:30:27.0882+00,2013-01-24 00:30:27.088261+00
23931,igwachanya,6,23930,2013-01-24 00:30:27.093298+00,2013-01-24 00:30:27.093354+00
23932,Chalowe,5,23931,2013-01-24 00:30:27.172283+00,2013-01-24 00:30:27.172345+00
23933,Dulamu,5,23931,2013-01-24 00:30:27.424372+00,2013-01-24 00:30:27.424431+00
23934,Kichiwa,6,23927,2013-01-24 00:30:27.870211+00,2013-01-24 00:30:27.870268+00
23935,Ibumila,5,23934,2013-01-24 00:30:27.875715+00,2013-01-24 00:30:27.875772+00
23936,Igima,6,23930,2013-01-24 00:30:28.383284+00,2013-01-24 00:30:28.383351+00
23937,Igima,5,23936,2013-01-24 00:30:28.389517+00,2013-01-24 00:30:28.389564+00
23938,Imalinyi,4,21172,2013-01-24 00:30:28.81793+00,2013-01-24 00:30:28.818016+00
23939,Imalinyi,6,23938,2013-01-24 00:30:28.823707+00,2013-01-24 00:30:28.823764+00
23940,Igodivaha,5,23939,2013-01-24 00:30:28.90166+00,2013-01-24 00:30:28.901719+00
23941,Lupembe,4,21172,2013-01-24 00:30:29.344497+00,2013-01-24 00:30:29.344634+00
23942,Lupembe,6,23941,2013-01-24 00:30:29.350425+00,2013-01-24 00:30:29.350487+00
23943,Igombola,5,23942,2013-01-24 00:30:29.428642+00,2013-01-24 00:30:29.428701+00
23944,Igongolo,6,23927,2013-01-24 00:30:29.864064+00,2013-01-24 00:30:29.86411+00
23945,Igongolo,5,23944,2013-01-24 00:30:29.869543+00,2013-01-24 00:30:29.941829+00
23946,Igosi,6,23938,2013-01-24 00:30:30.358598+00,2013-01-24 00:30:30.358667+00
23947,Igosi,5,23946,2013-01-24 00:30:30.425738+00,2013-01-24 00:30:30.425786+00
23948,Igwachanya,5,23931,2013-01-24 00:30:30.921462+00,2013-01-24 00:30:30.921524+00
23949,Mdandu,6,23930,2013-01-24 00:30:31.400079+00,2013-01-24 00:30:31.400139+00
23950,Ihanja,5,23949,2013-01-24 00:30:31.46699+00,2013-01-24 00:30:31.467036+00
23951,Mfiriga,6,23941,2013-01-24 00:30:31.861364+00,2013-01-24 00:30:31.86141+00
23952,Ikang'asi,5,23951,2013-01-24 00:30:31.952778+00,2013-01-24 00:30:31.95282+00
23953,Utengule,6,23927,2013-01-24 00:30:32.431249+00,2013-01-24 00:30:32.431312+00
23954,Ikelu,5,23953,2013-01-24 00:30:32.438722+00,2013-01-24 00:30:32.438784+00
23955,Ikondo,6,23941,2013-01-24 00:30:32.641663+00,2013-01-24 00:30:32.64172+00
23956,Ikondo,5,23955,2013-01-24 00:30:32.721225+00,2013-01-24 00:30:32.721272+00
23957,Ikuna,6,23927,2013-01-24 00:30:32.892853+00,2013-01-24 00:30:32.89291+00
23958,Ikuna,5,23957,2013-01-24 00:30:32.971427+00,2013-01-24 00:30:32.971488+00
23959,Wangin'gombe,4,21172,2013-01-24 00:30:33.133044+00,2013-01-24 00:30:33.1331+00
23960,Ilembula,6,23959,2013-01-24 00:30:33.199334+00,2013-01-24 00:30:33.199392+00
23961,Ilembula,5,23960,2013-01-24 00:30:33.206056+00,2013-01-24 00:30:33.206112+00
23962,Kidegembye,6,23941,2013-01-24 00:30:33.441632+00,2013-01-24 00:30:33.441699+00
23963,Image,5,23962,2013-01-24 00:30:33.520269+00,2013-01-24 00:30:33.520395+00
23964,Wangama,6,23938,2013-01-24 00:30:33.68305+00,2013-01-24 00:30:33.683109+00
23965,Imalilo,5,23964,2013-01-24 00:30:33.749682+00,2013-01-24 00:30:33.749744+00
23966,Imalinyi,5,23939,2013-01-24 00:30:33.927225+00,2013-01-24 00:30:33.927282+00
23967,Saja,6,23927,2013-01-24 00:30:34.16534+00,2013-01-24 00:30:34.165388+00
23968,Isimike,5,23967,2013-01-24 00:30:34.245747+00,2013-01-24 00:30:34.24581+00
23969,matembwe,6,23941,2013-01-24 00:30:34.492654+00,2013-01-24 00:30:34.492701+00
23970,Isoliwaya,5,23969,2013-01-24 00:30:34.501282+00,2013-01-24 00:30:34.501328+00
23971,Itambo,5,23951,2013-01-24 00:30:34.851188+00,2013-01-24 00:30:34.851254+00
23972,Itowo,5,23949,2013-01-24 00:30:35.434245+00,2013-01-24 00:30:35.434293+00
23973,Itulahumba,5,23949,2013-01-24 00:30:35.747117+00,2013-01-24 00:30:35.747182+00
23974,Idamba,6,23941,2013-01-24 00:30:35.974275+00,2013-01-24 00:30:35.974342+00
23975,Iwafi,5,23974,2013-01-24 00:30:35.981491+00,2013-01-24 00:30:35.981538+00
23976,Kanikelele,5,23942,2013-01-24 00:30:36.290038+00,2013-01-24 00:30:36.290099+00
23977,Kichiwa,5,23934,2013-01-24 00:30:36.545781+00,2013-01-24 00:30:36.545839+00
23978,Kidegembye,5,23962,2013-01-24 00:30:36.840448+00,2013-01-24 00:30:36.840512+00
23979,kidugala,6,23938,2013-01-24 00:30:37.068816+00,2013-01-24 00:30:37.068879+00
23980,Kidugala,5,23979,2013-01-24 00:30:37.076649+00,2013-01-24 00:30:37.076713+00
23981,mahongole,6,23927,2013-01-24 00:30:37.290291+00,2013-01-24 00:30:37.290351+00
23982,Kifumbe,5,23981,2013-01-24 00:30:37.357488+00,2013-01-24 00:30:37.35755+00
23983,Kijombe,6,23959,2013-01-24 00:30:37.507785+00,2013-01-24 00:30:37.507842+00
23984,Kijombe,5,23983,2013-01-24 00:30:37.585742+00,2013-01-24 00:30:37.5858+00
23985,kipengele,6,23938,2013-01-24 00:30:37.747263+00,2013-01-24 00:30:37.747321+00
23986,Kipengere,5,23985,2013-01-24 00:30:37.838675+00,2013-01-24 00:30:37.83873+00
23987,Kitandililo,6,23927,2013-01-24 00:30:38.011256+00,2013-01-24 00:30:38.011319+00
23988,Kitandililo,5,23987,2013-01-24 00:30:38.102266+00,2013-01-24 00:30:38.102327+00
23989,Luduga,6,23930,2013-01-24 00:30:38.275053+00,2013-01-24 00:30:38.275113+00
23990,Luduga,5,23989,2013-01-24 00:30:38.365279+00,2013-01-24 00:30:38.36534+00
23991,Lupembe,5,23942,2013-01-24 00:30:38.541483+00,2013-01-24 00:30:38.541543+00
23992,Lusisi,5,23936,2013-01-24 00:30:38.802807+00,2013-01-24 00:30:38.802854+00
23993,Lwanzali,5,23974,2013-01-24 00:30:39.065541+00,2013-01-24 00:30:39.065599+00
23994,Madeke,5,23951,2013-01-24 00:30:39.330135+00,2013-01-24 00:30:39.330196+00
23995,makoga,6,23938,2013-01-24 00:30:39.575599+00,2013-01-24 00:30:39.575663+00
23996,Makoga,5,23995,2013-01-24 00:30:39.635343+00,2013-01-24 00:30:39.635408+00
23997,Malangali,5,23989,2013-01-24 00:30:39.877994+00,2013-01-24 00:30:39.878056+00
23998,mwembetogwa,6,23927,2013-01-24 00:30:40.05449+00,2013-01-24 00:30:40.054609+00
23999,Mwembetogwa,5,23998,2013-01-24 00:30:40.133536+00,2013-01-24 00:30:40.1336+00
24000,Masage,5,23979,2013-01-24 00:30:40.374359+00,2013-01-24 00:30:40.374417+00
24001,Matembwe,5,23969,2013-01-24 00:30:40.628234+00,2013-01-24 00:30:40.628408+00
24002,Mawande,5,23953,2013-01-24 00:30:40.881932+00,2013-01-24 00:30:40.881998+00
24003,Mbugani,5,23987,2013-01-24 00:30:41.134665+00,2013-01-24 00:30:41.13473+00
24004,Mdandu,5,23949,2013-01-24 00:30:41.398342+00,2013-01-24 00:30:41.398388+00
24005,Ubena,6,23927,2013-01-24 00:30:41.644216+00,2013-01-24 00:30:41.644348+00
24006,Ubena,5,24005,2013-01-24 00:30:41.650062+00,2013-01-24 00:30:41.65012+00
24007,Mfriga,5,23951,2013-01-24 00:30:41.911328+00,2013-01-24 00:30:41.91141+00
24008,Mhaji,5,23936,2013-01-24 00:30:42.141759+00,2013-01-24 00:30:42.141818+00
24009,Moronga,5,23985,2013-01-24 00:30:42.405123+00,2013-01-24 00:30:42.405181+00
24010,Matiganjola,5,23957,2013-01-24 00:30:42.656114+00,2013-01-24 00:30:42.656182+00
24011,Ng'anda,5,23995,2013-01-24 00:30:43.165335+00,2013-01-24 00:30:43.165397+00
24012,Ninga,6,23927,2013-01-24 00:30:43.350667+00,2013-01-24 00:30:43.350736+00
24013,Ninga,5,24012,2013-01-24 00:30:43.440229+00,2013-01-24 00:30:43.440292+00
